__label__performance_assessment	You get to meet all kinds of interesting people in that meeting
__label__performance_assessment	Jhon appeared not the worse for the session, but he seemed ready for a nap.
__label__subject	It was the highest time to discuss this topic.
__label__subject	He found the transition plan was well done
__label__recommendations	There should be a leader, someone who would give a right direction to all those discussions.
__label__subject	I am not happy with this solution, even if this problem was solved perfectly, it doesn't really end ignorance.
__label__subject	 Some people say that the review process does not work
__label__performance_assessment	Every time I'm just looking forward for the end of that meeting.
__label__recommendations	I hope for the next meeting let the participants give their opinions
__label__recommendations	Wider room for us all.
__label__performance_assessment	He should use the microphone!!!!!
__label__performance_assessment	A look of satisfaction spread over the face of the creature before her.
__label__time	Many ideas for so little time
__label__recommendations	I recommend that the objectives of the meetings be defined based on the results of the metrics
__label__recommendations	Could you please recommend how to solve this problem during your next speech?
__label__recommendations	A little advice: keep it short!
__label__recommendations	Someone should take care for sticking to the protocol.
__label__performance_assessment	Do you behave like this on all meetings?
__label__technical	The speakers were set so loudly that it really heart my ears!
__label__performance_assessment	The presentation was very subjective and emotional.
__label__performance_assessment	The atmosphere of the meeting was warm.
__label__performance_assessment	Great way of presenting.
__label__time	Every time those meetings start at different time and end at different than it was written in a schedule.
__label__performance_assessment	How can this be achieved in the classroom?
__label__subject	Can I see a written copy of the regulations that describe the procedure?
__label__performance_assessment	 It goes without saying that the training was working
__label__time	Good timing 
__label__performance_assessment	Sorry, but you really could do better :(
__label__performance_assessment	Challenging.
__label__technical	In another room it was extremely noisy and nobody reacted.
__label__performance_assessment	I couldn't focus on the case.
__label__performance_assessment	She is very attentive to detail
__label__performance_assessment	It's wonderful how they shine!
__label__technical	Productivity was affected by external factors such as lack of good sound
__label__recommendations	You ought to be more polite.
__label__recommendations	Good conclusions are always important
__label__subject	 It seems to me that the major is working
__label__subject	I totally disagree.
__label__recommendations	It should be ready now, not in 2 months!
__label__subject	I may be misunderstanding.
__label__performance_assessment	She likes depressing stories
__label__subject	The reasone for MTO to express such opinion was obvious.
__label__performance_assessment	 In my view the plan was calm 
__label__performance_assessment	After those meetings I always have a headache.
__label__recommendations	If you present only general information, it is hard to imagine what the real problem is.
__label__recommendations	Next time please have better reasons
__label__subject	If we did what he proposed, we wouldn’t get far.
__label__performance_assessment	That afternoon Christopher had a wonderful story to tell.
__label__technical	The room was in a mass as always.
__label__performance_assessment	 the training was not credible
__label__subject	Perhaps we could ask the general if he has permission to leave the base?
__label__time	The practical part with exercises was too short.
__label__technical	I couldn’t read your tiny letters in the presentation.
__label__subject	The presented idea may be eligible for the “idea of the month” award
__label__recommendations	We need someone to write down all the suggestions raised durin the session.
__label__recommendations	Everyone should be involved.
__label__technical	Technical problems delaying the whole meeting for so long shouldn't ever happen.
__label__subject	Can you remind me what was this all about?
__label__performance_assessment	A very nice presentation.
__label__time	Can I ask you to finish your talk on time?
__label__performance_assessment	I was better today than it was during previous sessions.
__label__recommendations	It’s better to use the microphone.
__label__subject	I think the real problem is elsewhere.
__label__recommendations	We should have some impact on the results.
__label__performance_assessment	I would tell this whole story in entirely different way.
__label__recommendations	 If the nation goes to war, the military would need more of these devices
__label__performance_assessment	I hope it would be improved.
__label__performance_assessment	100% performance.
__label__recommendations	For next time go to the point and do not get off the subject.
__label__performance_assessment	It was a total disaster.
__label__time	The middle of the day is not the best time for such meetings.
__label__subject	The story you told us is a good example.
__label__technical	Can anyone put the soup in the bathroom?
__label__performance_assessment	Very nice meeting!
__label__performance_assessment	Your hesitation influenced the audience.
__label__recommendations	The mentioned institutions should give more advice.
__label__recommendations	The minutes should include the issues addressed in it, the pending tasks, who should perform them and for when.
__label__technical	The microphone was not working well
__label__performance_assessment	I don't know what to say.
__label__recommendations	I think that changing the speaker would help.
__label__subject	In my opinion you are right.
__label__technical	The video beam was damaged.
__label__technical	The internet connection area was quite fast at the meeting place.
__label__performance_assessment	Excellent meeting a time well spent
__label__performance_assessment	You handled the audience perfectly.
__label__recommendations	Maybe he should see a doctor.
__label__technical	The sound of the place was really adequate, everything was heard perfect
__label__recommendations	You better don’t talk so much or you will get boring
__label__subject	In the ancient world, man wanted guidance from the gods on what he should do.
__label__recommendations	We can divide into groups by our own.
__label__subject	I’m not sure if I understood correctly.
__label__time	I didn't get there on time, I'm sorry
__label__performance_assessment	The speaker didn't answer any of the questions.
__label__subject	From my personal experience it seems rather the opposite.
__label__performance_assessment	If all meetings were like this, I’d love to come more often.
__label__performance_assessment	Do you think everyone followed?
__label__recommendations	It should include ending all non-infectious diseases as well.
__label__performance_assessment	Great job.
__label__performance_assessment	The way of presentation was ridiculous.
__label__subject	My impression was that you didn’t want to tell us the whole story.
__label__recommendations	There are tools that allow you to discuss many issues in an orderly manner and without the need to see yourself in person.
__label__technical	Maybe if we were given sth to eat it would be easier.
__label__time	It's not the first time that the organizer was late.
__label__recommendations	Please do not look at the cell phone while others speak.
__label__technical	Nobody fixed the air conditioner till now.
__label__subject	His delight in plans frequently appears in memorandums written to his soldiers during summer
__label__subject	The attendees had the relevant data for the meeting.
__label__performance_assessment	 Some people say  the speaker is not credible
__label__performance_assessment	Calling too many meetings decreases credibility in the boss
__label__performance_assessment	Your description of the problem was thorough.
__label__time	I think that five minutes for every opinion is enough.
__label__performance_assessment	Can you believe he shouted at us?
__label__subject	 From my perspective the main idea is working
__label__time	The new guy showed punctuality  
__label__time	He did not stay more than ten minutes, then rose and took his leave.
__label__subject	I don’t understand.
__label__performance_assessment	It was boring.
__label__recommendations	If you focus on the main subject, you’ll get more attention.
__label__subject	I didn’t like the topic.
__label__subject	On one hand I understand your point, on the other hand I disagree
__label__recommendations	Do you homework next time!
__label__recommendations	Keep things simple.
__label__subject	Are you convinced you’re right?
__label__time	It's a pity that there was no time for comments from the quests.
__label__performance_assessment	 I’m of the opinion that the meeting was not interesting
__label__subject	Okay, you think that won't work for Olivia. 
__label__subject	the soldiers demonstrate disinterest in current assignments
__label__time	I don’t like the idea of ​​checking every fifteen minutes if Olivia continues to do the homework
__label__recommendations	Women and men should not practice in the same group.
__label__recommendations	We need a leader, chairman… someone to menage the meeting.
__label__performance_assessment	Too many abbreviations.
__label__performance_assessment	You are the most wonderful man.
__label__performance_assessment	Well done.
__label__performance_assessment	You are a valuable member of our team, and I really appreciate your contributions!
__label__subject	 the problem was interesting
__label__performance_assessment	Those meetings give me hope for a change,
__label__technical	It was quite hot in the meeting room
__label__time	Susana earned extra time at the meeting to get 5 questions right.
__label__performance_assessment	Everyone wanted to leave before you finished.
__label__recommendations	Please send a list of topics to cover 24 hours in advance.
__label__subject	 I guess frequent talking with people about such issues is working
__label__time	It was too short.
__label__recommendations	Maybe it's not so hard to organize some catering.
__label__time	The presenter left no time to ask questions
__label__performance_assessment	Great performance!
__label__recommendations	Perhaps people would like to read those instructions
__label__subject	I share your point of view.
__label__subject	Our main case wasn't discussed at all.
__label__technical	The enumeration of the chairs for each assistant would be perfect, there would be more order.
__label__recommendations	We all hope that the quality of information improves
__label__subject	AWS should not play any part in the decision making process.
__label__recommendations	We should have a follow-up of the work meeting
__label__performance_assessment	"Thank you for preparing a ""report"" with the conclusions and agreements reached."
__label__recommendations	I think that we should get access to the address book with contacts to other participants.
__label__performance_assessment	After changing the rules of the meeting it started to work.
__label__recommendations	I think that we need some more fire training.
__label__recommendations	You should be delighted to hear her opinion
__label__technical	Every time the speaker has a problem with the computer.
__label__performance_assessment	I had problems focusing my attention.
__label__recommendations	Instead of getting angry, be practical.
__label__performance_assessment	I don't like that way of presentation.
__label__technical	No place to charge our laptops!
__label__time	He cannot accomplish all of the agenda items during the allotted time
__label__subject	 Generally it is thought that the review was not unfortunate
__label__performance_assessment	I liked the topic but the presenting guy didn't manage to make me interested in listening.
__label__technical	Is it possible to have less light during presentation next time?
__label__time	I really appreciated that you’ve finished on time.
__label__performance_assessment	It's hard to think of any cons.
__label__performance_assessment	You've taken a great deal off my shoulders, and I appreciate it.
__label__technical	Chairs are not comfortable at all.
__label__subject	Every dead soldier has a face, a story, and a bereaved family
__label__time	20 minutes late is too late.
__label__subject	I fear we should do even more.
__label__performance_assessment	I was horrified.
__label__performance_assessment	Never experienced such thing.
__label__time	For reasons of time it was impossible to complete the main theme of the meeting
__label__recommendations	I’m not sure if going into such detail is useful.
__label__subject	Usually there is not enough men for the job.
__label__performance_assessment	I really appreciate all your help preparing the meeting for the opening night.
__label__recommendations	Maybe we could invite some quests?
__label__recommendations	Please distribute the report only to those who participated in the meeting
__label__subject	It was incredible the possibility of giving an opinion at the meeting
__label__time	Starting on 8.00 is too early for me.
__label__technical	The pens did not have enough ink
__label__subject	The major shares information with peers and supervisors
__label__subject	Instead I listened to his harangue about the difficulties they encountered
__label__time	Not all attendees arrived on time
__label__recommendations	For an order to be certainly executed, it is necessary that a man should order what can be executed.
__label__recommendations	The simple facts should be so much more convincing!
__label__performance_assessment	I didn't fall asleep but I was close to it.
__label__performance_assessment	I'm really impressed.
__label__subject	Dean presented the facts unemotionally but as soon as he mentioned Scranton, the old man caught the coincidence and could hardly contain himself.
__label__subject	 In my view the commander is calm 
__label__recommendations	I would consider it useful to be introduced before such meetings.
__label__subject	I’m not sure why but I feel this is wrong.
__label__time	Punctuality of the members is fundamental
__label__performance_assessment	Now this is what I call a speech!
__label__performance_assessment	If everyone did their job it would work.
__label__recommendations	You need to include someone who is able to take decisions about staff and financing
__label__time	Excellent work in the given time span.
__label__recommendations	Don’t chat during the presentations
__label__technical	I like it that we've change the place of our meetings.
__label__subject	There is an extraordinary session from October till Christmas.
__label__performance_assessment	 the talk was charismatic
__label__subject	The newest data shows something different from what you were saying.
__label__performance_assessment	The presenter was poorly dressed.
__label__time	He is always late.
__label__time	We had to wait 20 minutes after the agreed time.
__label__performance_assessment	The speaker sounded like he had no idea about the case.
__label__subject	There we have command and power in their primary form
__label__subject	I'm glad that we discussed this topic today.
__label__recommendations	Can we deliver a copy to each team member?
__label__subject	I think the new way of handling these problems may be good.
__label__time	The entire session lasted barely ten minutes.
__label__subject	 I believe the plan is not negative
__label__recommendations	I recommend delivering support material to make everything much easier.
__label__subject	This time both arguments were presented 
__label__technical	The meeting room was untidy.
__label__performance_assessment	He is an expert
__label__time	There wasn't time for everyone to speak their minds.
__label__performance_assessment	In my opinion not everyone are involved enough during those sessions.
__label__technical	I'm still not on the mailing list.
__label__performance_assessment	I would never use such words as the presenter did.
__label__performance_assessment	I understand that this is the way you do things. 
__label__performance_assessment	The presenter did nothing as planned.
__label__performance_assessment	I couldn’t stop looking at the clock, I wanted to get out so quickly!
__label__performance_assessment	We didn’t understand.
__label__technical	The air conditioner didn't work.
__label__performance_assessment	The general showed a negative disposition  
__label__performance_assessment	Let's talk about what is working.
__label__recommendations	Maybe shorter presentations would be better.
__label__performance_assessment	Not enough team working.
__label__performance_assessment	I’d really like to write something polite regarding this presentation.
__label__subject	A leader is someone who knows the way, walks the way and shows the way. 
__label__subject	Suddenly there was a great topic
__label__subject	Maybe you’re right, but the more we spend on maintenance the less we spend on innovation.
__label__technical	How u can survive without a microphone?
__label__time	The exhibitor allowed to advance the topic clearly and with good timing, without losing the main rithm of each subject
__label__recommendations	We should work more on this.
__label__performance_assessment	It was a pleasure to take part in such event.
__label__performance_assessment	We are always arguing during those meetings and nobody reacts.
__label__performance_assessment	With all due respect, this was horrible.
__label__performance_assessment	Unfortunately, this session was unsuccessful.
__label__subject	One cause for the excellence of her letters is the great number of them.
__label__time	For the next meeting we hope to start and end the meeting at the planned hours
__label__time	You were late!
__label__time	Participants had time to ask questions and discuss them. 
__label__performance_assessment	I think he is an unfortunate person
__label__recommendations	Perhaps we could bring guests for the next meeting?
__label__performance_assessment	At the time of that meeting it didn’t produce an effect upon me
__label__recommendations	From my perspective the main idea presented in the course should be more often discussed.
__label__subject	Is Mr. Smith the one with that authority? 
__label__performance_assessment	He showed knowledge  
__label__technical	The pointer did not work well.
__label__performance_assessment	An excellent idea that the people involved are summoned in advance and have sufficient information on the topics to treat
__label__subject	 The plan is very well prepared
__label__performance_assessment	I would never excuse such behavior.
__label__performance_assessment	Bad idea.
__label__subject	 Generally it is thought that soldiers are nervous
__label__recommendations	A person that didn't participate on previous meeting should have the right to vote.
__label__time	I love her punctuality
__label__performance_assessment	She helps without begin asked
__label__performance_assessment	I appreciated all the examples
__label__recommendations	If you disagree with someone, express it in a kind and respectful manner, that is, challenge the idea and not the person.
__label__technical	I though that we can afford a microphone?!
__label__technical	Could someone fix the microphone?
__label__subject	 Generally it is thought that the plan was absurd
__label__performance_assessment	The soldiers should follow procedures
__label__subject	In this meeting I noticed that there is an increase in knowledge and development of social skills over the participants.
__label__technical	Those chairs and tables are old and uncomfortable.
__label__time	I appreciate you taking the time from your busy schedule to talk to me.
__label__technical	It was so stuffy in the conference room that I couldn’t focus at all!
__label__performance_assessment	Everyone was enjoying 
__label__subject	Great project, i’ll keep my fingers crossed for you!
__label__recommendations	Try talking to the people seating in front of you next time, not to the room.
__label__subject	Thank you very much for meeting with me yesterday regarding my current project.
__label__technical	I didn’t get the message about the meeting.
__label__recommendations	You should do more rehearsals before the meeting.
__label__performance_assessment	It is a great experience
__label__recommendations	Everyone should prepare a speech for each session.
__label__performance_assessment	Hopefully, this was his one and only session with drinking too much.
__label__recommendations	I hope the commander can select the most suitable people to lead these meetings.
__label__performance_assessment	Breaks are to often.
__label__recommendations	Please avoid parallel conversations.
__label__subject	 From my perspective the proposed changes to WTO are absurd
__label__performance_assessment	I've never seen such a great speaker.
__label__performance_assessment	I would love to listen to the same prelection again.
__label__subject	They were talking of the type of topics they are afraid will break
__label__recommendations	Prevent the commitments made at the meeting from being forgotten.
__label__recommendations	That group should drop out 
__label__subject	We should ask him what he meant
__label__technical	The presentation on the computer was quite dense
__label__performance_assessment	I don't suppose that anything would change after our discussion.
__label__subject	I was hoping to hear more about this idea.
__label__performance_assessment	It was a pleasure to help you.
__label__performance_assessment	It's against our rules to shout at anybody and the speaker did it on our last meeting.
__label__subject	We need charismatic leaders in such situations
__label__recommendations	I recommend having a better dress by the exhibitors.
__label__performance_assessment	 Generally it is thought that the major is OK.
__label__performance_assessment	After those meetings I always have so many new ideas.
__label__performance_assessment	This presenter knows how to make a good meeting.
__label__performance_assessment	Many thanks for an interesting meeting.
__label__performance_assessment	 According to me the story is interesting
__label__performance_assessment	Waste of money and time.
__label__performance_assessment	I will not attend such meetings in the future.
__label__performance_assessment	We all started arguing and nobody reacted and took care of the situation.
__label__performance_assessment	A solemn meeting 
__label__performance_assessment	Too long breaks.
__label__recommendations	My colleagues would prefer you talk a little slower.
__label__recommendations	I suggest changing the speaker.
__label__performance_assessment	I'm pleased with the captain's skills
__label__performance_assessment	He stood a little behind the governor and held himself with military decorum
__label__subject	You are right, WTT needs to be improved.
__label__recommendations	Please avoid bringing family members to this kind of meetings
__label__technical	For the next meeting please bring a mouse to the computers.
__label__performance_assessment	I anticipated the delight of talking to my general 
__label__performance_assessment	With just one presenter it would have been enough
__label__technical	Do we have some technical staff to help in emergencies at all?
__label__recommendations	I think we should find a new way of discussing our stuff.
__label__recommendations	I hope you have better tests for the next meeting
__label__recommendations	For the next meeting, I recommend presenting the work program by the previously disseminated agenda and remembering the objectives of the meeting.
__label__technical	No one has such old machines to practice.
__label__time	It was very long.
__label__time	I hope that next time we would again talk the same subject, because it wasn't exhausted during one meeting.
__label__technical	The presenter achieved each and every one of his goals
__label__performance_assessment	The speaker was certainly wrong person on wrong place.
__label__recommendations	I hope someone is responsible for writing an email that recapitulates everything, orders ideas and prevents possible errors or confusion
__label__time	The meeting took a long time.
__label__subject	He should have faced the existing constrains and react promptly to lack of NDO
__label__recommendations	It is not wrong to remember the names of the people and the reasons why they participate in the meeting.
__label__time	Every single part started late than it was scheduled.
__label__technical	It is really hard to focus with such noise outside the room.
__label__recommendations	Somebody should lock the door after the beginning.
__label__subject	Suddenly there was a great news
__label__performance_assessment	There was no harmony in this meeting.
__label__subject	I totally disagree.
__label__recommendations	You should work on your pronunciation of foreign words.
__label__performance_assessment	It was not difficult, however, to make her understand that there was a present for each soldier, and to her great delight she was permitted to hand the gifts to them
__label__subject	He waited for the others to leave the command center
__label__performance_assessment	Well done!
__label__subject	I would prefer to hear some new information, not things that we all already know.
__label__recommendations	I guess it would be better not to go into such detail.
__label__performance_assessment	I really appreciate your ideas and I am eager to implement many of your suggestions.
__label__performance_assessment	We were intrigued. 
__label__time	Meeting so early is nearly impossible for me.
__label__subject	I liked the topic.
__label__subject	The presenter repeated the same thing he said during the last meetings
__label__subject	If this is what the Navy thinks i’m terrified.
__label__subject	I fully am aware of the topic, but the rest isn’t
__label__performance_assessment	He was such a wonderful person in so many ways.
__label__technical	The new pointers were really helpful during the presentation.
__label__subject	 I’m of the opinion that the review was poor
__label__performance_assessment	Finally, a meeting where they do not extend with unimportant issues
__label__recommendations	You need to remove their opinion
__label__subject	We can search for some new inspiration and new subjects to discuss.
__label__recommendations	I would prefer to hear few words of explanation before presentation of the problem.
__label__performance_assessment	Some of us have more important things to do, than to sit and stare on one picture for an hour.
__label__subject	Government is a great achievement of civilization.
__label__recommendations	One of the participants must be publicly responsible for recording in writing what was agreed at the meeting.
__label__technical	Finally somebody took care of all the technical problems.
__label__recommendations	I recommend encouraging debate for upcoming meetings
__label__subject	The data regarding Afganistan was really up to date.
__label__recommendations	We don't need so many breaks.
__label__performance_assessment	For the most part, though, her presentation was interesting 
__label__performance_assessment	Thank you very much for such a nice meeting
__label__performance_assessment	I was amazed.
__label__technical	The wi-fi finally works.
__label__performance_assessment	It should never look like that!
__label__subject	Writing an act helps to remember.
__label__performance_assessment	It was a pleasure to listen to your speech!
__label__recommendations	I would suggest for us to find a consultant next time when we will discuss such tough things.
__label__recommendations	We should be given a tablet or laptop during those sessions.
__label__subject	True, if we are to win this, we should start working right now.
__label__performance_assessment	Our temporary sheriff is talking nonsense
__label__subject	This, according to general Franco, would be inconvenient.
__label__performance_assessment	We listened with great interest.
__label__recommendations	If I were you I would let them ask questions any time.
__label__subject	The more I think about what you’ve said the more I feel intrigued.
__label__recommendations	On the next occasion the presentation should be less extensive and much clearer.
