__label__neutral	I fully am aware of the topic, but the rest isn’t
__label__positive	He is an expert
__label__negative	Can you believe he shouted at us?
__label__negative	I think he is an unfortunate person
__label__negative	I thought that we would discuss this topic and vote, but it didn't happen.
__label__positive	 Some people say that the meeting wasn’t boring
__label__neutral	I think that changing the speaker would help.
__label__neutral	Punctuality of the members is fundamental
__label__negative	In my opinion five minutes is too short.
__label__positive	I know how much time and effort you have invested not only to do the project before the deadline, but to ensure that everyone is satisfied with each step of the process.
__label__negative	Because the boredom of the lecture made me drowsy
__label__negative	Instead of getting angry, be practical.
__label__positive	I wish everyone had such meetings.
__label__neutral	Maybe it's not so hard to organize some catering.
__label__negative	I don't like discussing the same thing all the time.
__label__negative	I have noticed that at the end of the day, Olivia is not able to focus on her task without despair.
__label__negative	The chairs are absolutely not comfortable.
__label__neutral	Somebody should clean the room before the session.
__label__neutral	We need charismatic leaders in such situations
__label__neutral	The soldiers would cross the river.
__label__positive	I appreciated all the examples
__label__neutral	Everyone should obey the rules of our sessions.
__label__neutral	I didn't get there on time, I'm sorry
__label__positive	The new pointers were really helpful during the presentation.
__label__positive	Not often can you see such performance!
__label__neutral	If you disagree with someone, express it in a kind and respectful manner, that is, challenge the idea and not the person.
__label__negative	Do you think it was nice to listen to all this negative stuff?
__label__neutral	We should think about some new topic, more up to date.
__label__neutral	It is also important to talk about deadlines, actions or responsible for future tasks
__label__positive	The idea of meetings is good.
__label__positive	The exhibitor allowed to advance the topic clearly and with good timing, without losing the main rithm of each subject
__label__neutral	I’m not sure if going into such detail is useful.
__label__neutral	Usually there is not enough men for the job.
__label__negative	She had a suspicious behavior
__label__negative	It was an awful meeting
__label__neutral	My guess it’s because we’re there for a long time already.
__label__negative	Productivity was affected by external factors such as lack of good sound
__label__negative	The presenter left no time to ask questions
__label__neutral	I recommend that you take a break
__label__positive	A very nice presentation.
__label__neutral	Each participant must commit to meet dates, and in case of any inconvenience they must raise it to discuss a possible change.
__label__neutral	It is useful to have someone who has had experience with similar problems in previous projects to talk to.
__label__negative	The man spoke in a quiet, but nervous voice.
__label__neutral	You should work on your pronunciation of foreign words.
__label__positive	She discussed and interacted with soldiers
__label__negative	I didn’t like the topic.
__label__positive	I would contend that the size of this problem is substantially smaller than many people would guess.
__label__positive	You engaged the audience 
__label__neutral	May I suggest to have hangouts and coffee?
__label__neutral	AWS should not play any part in the decision making process.
__label__neutral	I hope that next time we would again talk the same subject, because it wasn't exhausted during one meeting.
__label__negative	I had an impression that the speaker wasn't sober.
__label__negative	 I’m of the opinion that the review was poor
__label__positive	I liked it tat we could practice with our quests.
__label__negative	I had problems focusing my attention.
__label__negative	No one has such old machines to practice.
__label__neutral	I finally understood what you mean in the very last minutes of your speech.
__label__negative	He should use the microphone!!!!!
__label__negative	With all due respect, this was horrible.
__label__neutral	I think that it would be better if we divided time on practical part and lecture.
__label__neutral	We need a leader, chairman… someone to menage the meeting.
__label__positive	Thank you very much for such a nice meeting
__label__negative	If we did what he proposed, we wouldn’t get far.
__label__neutral	Meetings must be an exclusive tool, which is only used when strictly necessary.
__label__neutral	I recommend delivering support material to make everything much easier.
__label__negative	The meeting was extended leaving us with little time for the most important part
__label__negative	A little advice: keep it short!
__label__neutral	We should be awarded for active participation.
__label__neutral	You should replay that part and see it for yourself
__label__positive	I had a very wonderful time at the meeting
__label__negative	 In my eyes the commander is not working
__label__negative	He cannot accomplish all of the agenda items during the allotted time
__label__negative	The speaker didn't answer any of the questions.
__label__negative	People were bored
__label__negative	Can anyone put the soup in the bathroom?
__label__positive	The sound of the place was really adequate, everything was heard perfect
__label__negative	I don't like that way of presentation.
__label__negative	The presenter did not review well the points that he was going to deal with
__label__positive	I think the plan is credible
__label__neutral	To be perfectly clear, I am not saying the Internet and technology will solve every human ill.
__label__neutral	I would suggest thinking about better coffee during breaks.
__label__negative	I couldn’t stop looking at the clock, I wanted to get out so quickly!
__label__negative	The proposed frequency is to high, it will cause trouble.
__label__neutral	 It seemed like the commander was hungry
__label__positive	I'm really impressed.
__label__positive	I appreciate the assistance
__label__neutral	I would prefer spending less time on questions and more on practice.
__label__positive	O.K.
__label__neutral	He waited for the others to leave the command center
__label__negative	The lights are too bright.
__label__positive	True, Navy does need to change in this aspect.
__label__positive	Suddenly there was a great news
__label__positive	A look of satisfaction spread over the face of the creature before her.
__label__positive	Great precision.
__label__neutral	Somebody should lock the door after the beginning.
__label__negative	We’ll loose next war if everyone in the army cares about time so little as you do :(
__label__neutral	With just one presenter it would have been enough
__label__negative	I don't need those sessions.
__label__negative	I don't agree to give my e-mail address.
__label__neutral	We can search for some new inspiration and new subjects to discuss.
__label__neutral	Everyone should prepare a speech for each session.
__label__negative	Do we have to use this broken chairs because someone is lazy or we lack funds?
__label__negative	We would never achieve anything with such speakers.
__label__positive	It was not difficult, however, to make her understand that there was a present for each soldier, and to her great delight she was permitted to hand the gifts to them
__label__positive	Starting and finishing on time was appreciated.
__label__negative	The guy that organized it should get fired at once!
__label__positive	I'm glad that we discussed this topic today.
__label__negative	Can anybody fix those chairs?
__label__neutral	We should be given a tablet or laptop during those sessions.
__label__neutral	His delight in plans frequently appears in memorandums written to his soldiers during summer
__label__negative	The translation was not heard.
__label__negative	Jhon appeared not the worse for the session, but he seemed ready for a nap.
__label__neutral	I expect my people to start on time.
